Date,Receipt Number,Line Type,Customer Code,Customer Name,Note,Quantity,Subtotal,Sales Tax,Discount,Loyalty,Total,Paid,Details,Register,User,Status,Sku,AccountCodeSale,AccountCodePurchase
2018-01-11 18:46:52,12270,Sale,"WALKIN"," ","",1,19.99,2.00,0,0.00000,21.99,,"1 X Quilty - Petit Verdot",Main Register,Angus McDonnell,CLOSED
2018-01-11 18:46:52,12270,Sale Line,,,"",1.00000,19.99091,1.99909,0,0.00000,21.99,,"Quilty - Petit Verdot",,,,9369999600372,,
2018-01-11 18:46:52,12270,Payment,,,,,,,,,,21.99000,Debit & Credit Card,,,
2018-01-11 18:46:03,12269,Sale,"WALKIN"," ","",1,26.36,2.64,0,0.00000,29,,"1 X Moorooduc Devil Bend Creek Chardonnay",Main Register,Angus McDonnell,CLOSED
2018-01-11 18:46:03,12269,Sale Line,,,"",1.00000,26.36364,2.63636,0,0.00000,29,,"Moorooduc Devil Bend Creek Chardonnay",,,,1022537,,
2018-01-11 18:46:03,12269,Payment,,,,,,,,,,29.00000,Debit & Credit Card,,,
2018-01-11 18:13:50,12268,Sale,"WALKIN"," ","",1,12.73,1.27,0,0.00000,14,,"1 X Strangelove Light Tonic 4pk",Main Register,Angus McDonnell,CLOSED
2018-01-11 18:13:50,12268,Sale Line,,,"",1.00000,12.72727,1.27273,0,0.00000,14,,"Strangelove Light Tonic 4pk",,,,9349249000275,,
2018-01-11 18:13:49,12268,Payment,,,,,,,,,,14.00000,Debit & Credit Card,,,
2018-01-11 17:55:34,12267,Sale,"WALKIN"," ","",1,18.18,1.82,0,0.00000,20,,"1 X Wayward Sourpuss 4-Pack",Main Register,Angus McDonnell,CLOSED
2018-01-11 17:55:34,12267,Sale Line,,,"",1.00000,18.18182,1.81818,0,0.00000,20,,"Wayward Sourpuss 4-Pack",,,,9351173000108,,
2018-01-11 17:55:34,12267,Payment,,,,,,,,,,20.00000,Debit & Credit Card,,,
2018-01-11 17:50:16,11828,Sale,"WALKIN"," ","Mystery Reds
",8,271.81,27.18,0,0.00000,298.99,,"1 X Frerejean Frères Blanc de Blancs NV + 1 X Konpira Maru Jimmykata Syrah Semillon + 1 X Georges Duboeuf Fleurie 750ml + 1 X Ch LES MESCLANCES Romane - Red 2012 + 1 X Heirloom Touriga 750ml + 1 X Mike Press - Cab Sauv + 1 X Logan Weemala Shiraz Viognier + 1 X Cake Wines Pinot Noir",Main Register,Angus McDonnell,CLOSED
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,109.09091,10.90909,0,0.00000,120,,"Frerejean Frères Blanc de Blancs NV",,,,3770004032044,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,26.36364,2.63636,0,0.00000,29,,"Konpira Maru Jimmykata Syrah Semillon",,,,JimmykataShiraz,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,26.81818,2.68182,0,0.00000,29.5,,"Georges Duboeuf Fleurie 750ml",,,,3351650000382,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,27.27273,2.72727,0,0.00000,30,,"Ch LES MESCLANCES Romane - Red 2012",,,,3760042710134,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,27.26364,2.72636,0,0.00000,29.99,,"Heirloom Touriga 750ml",,,,9342160000492,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,15.90909,1.59091,0,0.00000,17.5,,"Mike Press - Cab Sauv",,,,9346497000033,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,19.09091,1.90909,0,0.00000,21,,"Logan Weemala Shiraz Viognier",,,,1022572,,
2018-01-11 17:50:16,11828,Sale Line,,,"",1.00000,20.00000,2.00000,0,0.00000,22,,"Cake Wines Pinot Noir",,,,1022335,,
2018-01-11 17:50:15,11828,Payment,,,,,,,,,,298.99000,Amex,,,
2018-01-11 17:30:27,12266,Sale,"WALKIN"," ","",1,23.64,2.36,0,0.00000,26,,"1 X Ricca Terra Bronco Buster White Blend",Main Register,Angus McDonnell,CLOSED
2018-01-11 17:30:27,12266,Sale Line,,,"",1.00000,23.63636,2.36364,0,0.00000,26,,"Ricca Terra Bronco Buster White Blend",,,,RiccaTerraBroncoBusterWhiteBlend,,
2018-01-11 17:30:27,12266,Payment,,,,,,,,,,26.00000,Debit & Credit Card,,,
